Nome,Cargo,Tipo Cargo,CPF,Cidade,Sobrenome,Cod_IBGE
Carla Morales,Promotor,Concursado,361.174.450-67,Maceió, Morales,27
Carla Novaes,Promotor,Concursado,348.239.526-85,Macapá, Novaes,16
Carla Pardo,Promotor,Concursado,607.191.547-31,Manaus, Pardo,13
Carla Raminhos,Promotor,Concursado,288.547.900-01,Salvador, Raminhos,29
Carlos Dourado,Promotor,Concursado,764.052.843-79,Fortaleza, Dourado,23
Carlos Matoso,Promotor,Concursado,440.303.421-75,Brasília, Matoso,53
Carlos Mesquita,Promotor,Concursado,936.217.931-86,Vitória, Mesquita,32
Carlos Pederneiras,Promotor,Concursado,504.115.576-37,Goiânia, Pederneiras,52
Carlos Silveira,Promotor,Concursado,313.196.709-97,São Luís, Silveira,21
Carlos Telinhos,Promotor,Concursado,647.235.027-26,Cuiabá, Telinhos,51
Carlos Veleda,Promotor,Concursado,397.982.437-30,Campo Grande, Veleda,50
Carlota Amaral,Promotor,Concursado,951.947.488-92,Belo Horizonte, Amaral,31
Carlota Cabeza de Vaca,Promotor,Concursado,997.615.207-81,Belém, Vaca,15
Carlota Camargo,Promotor,Concursado,670.869.663-04,João Pessoa, Camargo,25
Carlota Canejo,Promotor,Concursado,171.752.210-61,Curitiba, Canejo,41
Carlota Goes,Promotor,Concursado,507.833.522-63,Recife, Goes,26
Carlota Pederneiras,Promotor,Concursado,676.468.793-55,Teresina, Pederneiras,22
Carlota Rocha,Promotor,Concursado,253.715.731-19,Rio de Janeiro, Rocha,33
Carlota Salomón,Promotor,Concursado,157.638.963-43,Natal, Salomón,24
Carlota Tabajara,Promotor,Concursado,459.829.150-84,Porto Alegre, Tabajara,43
Carlota Vianna,Promotor,Concursado,696.247.728-78,Porto Velho, Vianna,11
Carmem Barcelos,Promotor,Concursado,997.946.840-82,Boa Vista, Barcelos,14
Carmem Cesário,Promotor,Concursado,681.012.982-07,Florianópolis, Cesário,42
Carmem Covelhã,Promotor,Concursado,198.299.288-37,São Paulo, Covelhã,35
Carmem Foquiço,Promotor,Concursado,654.612.622-28,Aracaju, Foquiço,28
Carmem Gil,Promotor,Concursado,470.986.453-54,Palmas, Gil,41
Carmem Lage,Promotor,Concursado,309.186.473-12,Rio Branco, Lage,12
Carmem Lagos,Promotor,Concursado,392.003.978-59,Maceió, Lagos,27
Carmem Modesto,Promotor,Concursado,409.291.914-04,Macapá, Modesto,16
Carmem Negreiros,Promotor,Concursado,901.647.276-20,Manaus, Negreiros,13
Carmem Pitanga,Promotor,Concursado,589.054.240-07,Salvador, Pitanga,29
